15.7,10.8
13.9,10.7
16,11.7
15,11.3
14,11.9
14,11.5
14,10
14.8,10.6
14.8,10.6
15.1,11.1
16,10.7
14,10
14.7,8.6
14.4,11
16,10.8
16,12.3
15.7,10.8
15.7,11.5
15.1,11.5
15.5,10.8
15.9,10.8
15.8,10.6
15.5,10
15.3,11.9
14.2,10
15,10.8
15.2,11
16.3,11.3
15.9,10.5
14.2,10.8
15.9,11.9
15.7,11.5
14.8,10
15.8,11.5
14.6,11.9
15.9,11.9
14.2,10.6
15.4,10
15.3,11.5
15.8,10
14.4,10.9
15.7,12.1
15.5,11.1
14,10.2
14.8,10.5
14.3,10
